目立つ,11,基本,めだつ,noticeable,他のものよりはっきりして、よく見えること。,皮膚に目立つ傷があります。
生じる,11,基本,しょうじる,occur,新しい物事や問題が起きること。,ケアの途中で新しい問題が生じます。
以降,10,基本,いこう,since,ある時からのちのこと。,午後3時以降に入浴します。
要望,10,基本,ようぼう,request,こうしてほしいと強く願って求めること。,家族の要望を聞いて計画を作ります。
訪れる,10,基本,おとずれる,visit,人の家やある場所に行くこと。,ボランティアが施設を訪れます。
共生,10,社会,きょうせい,coexistence,違う人や生き物が一緒に生活すること。,地域の人と一緒に暮らす共生社会を目指します。
統合,10,基本,とうごう,integration,いくつかのものを一つにまとめること。,情報や記録を統合して管理します。
資源,10,社会,しげん,resources,生活や支援のために使えるものや人のこと。,地域の資源を使って生活を支えます。
占める,9,基本,しめる,occupy,全体の中で、ある量や割合を持つこと。,高齢者が全体の半分を占めます。
傾向,9,基本,けいこう,tendency,物事がだいたい同じ方向へ変わっていくこと。,熱が高くなる傾向があります。
基準,9,基本,きじゅん,standard,物事を決めるときに基本になるルールのこと。,施設の安全の基準を守ります。
差別,9,社会,さべつ,discrimination,病気や障害などで人を分けて、ひどい扱いをすること。,障害のある人への差別をなくします。
機関,9,社会,きかん,organization,社会のために特定の仕事をするグループや施設のこと。,地域の関係する機関と話し合います。
親族,9,社会,しんぞく,relative,家族や親戚のこと。,利用者の親族に連絡します。
年齢,9,基本,ねんれい,age,生まれてから何年たったかという年のこと。,利用者の年齢を確認します。
学習,9,基本,がくしゅう,learning,勉強して新しいことを覚えること。,新しい介護のやり方を学習します。
特定,9,基本,とくてい,identify,たくさんの中から、はっきりと一つを決めること。,痛みの原因を特定します。
接する,9,介護,せっする,interact,人に会って話をしたり、関係を持ったりすること。,利用者に優しい態度で接します。
順番,9,基本,じゅんばん,order,物事をする時の正しい並び方のこと。,順番にお風呂に入ります。
世話,9,介護,せわ,care,困っている人を助けたり、面倒を見たりすること。,毎日の生活の世話をします。
異常,9,医療,いじょう,abnormality,いつもと違って、どこか悪いところがあること。,体に異常がないか確認します。
終了,9,基本,しゅうりょう,end,物事が終わること。,今日のリハビリが終了します。
委員会,9,基本,いいんかい,committee,ある目的のために集まって話し合うグループのこと。,事故をなくすための委員会を開きます。
近隣,9,基本,きんりん,neighborhood,家や施設の近くの場所のこと。,近隣の人にあいさつをします。
診察,9,医療,しんさつ,examination,医者が病気やけがの状態を調べること。,病院で医者の診察を受けます。
未満,9,基本,みまん,under,その数を含まないで、それより少ないこと。,65歳未満の人が使えるサービスです。
適する,9,基本,てきする,fit,その物事にぴったり合っていること。,利用者の体に一番適する車いすを選びます。
具体的,8,基本,ぐたいてき,specific,はっきりとした形や内容があってわかりやすいこと。,どんなふうに痛いか具体的に聞きます。
基礎,8,基本,きそ,foundation,物事の土台になる一番大切なこと。,介護の基礎をしっかり学びます。
時期,8,基本,じき,period,何かをするための時や季節のこと。,インフルエンザが流行する時期です。
用語,8,基本,ようご,term,専門の仕事などで使う特別な言葉のこと。,医療の難しい用語を勉強します。
獲得,8,基本,かくとく,acquisition,努力して自分のものにすること。,新しい技術を獲得します。
更新,8,社会,こうしん,renewal,古いものを新しく変えること。,介護保険の書類を更新します。

