経過,19,医療,けいか,progress,時間がたって変わっていく様子のこと。,熱の経過を記録します。
認める,29,基本,みとめる,recognize,それが本当だとわかること。,自分の間違いを認めます。
環境,44,介護,かんきょう,environment,まわりにあるものや状態のこと。,部屋の環境を安全にします。
疾患,50,医療,しっかん,disease,病気のこと。,心臓の疾患がある人です。
課題,37,基本,かだい,task,しなければならない問題や仕事のこと。,今日の介護の課題を確認します。
注意,35,基本,ちゅうい,attention,気をつけてよく見ること。,足元に注意して歩きます。
事業所,59,社会,じぎょうしょ,office,介護の仕事をする場所のこと。,新しい事業所で働きます。
望む,16,介護,のぞむ,desire,そうなってほしいと思うこと。,本人が望む生活を手伝います。
領域,25,基本,りょういき,area,あることに関係する広さや範囲のこと。,介護の領域について勉強します。
配慮,23,介護,はいりょ,consideration,ほかの人のために気をつかうこと。,利用者の気持ちに配慮します。
形成,18,基本,けいせい,formation,新しいものを作って形にすること。,良い人間関係を形成します。
摂取,48,医療,せっしゅ,intake,食べ物や飲み物を体の中に入れること。,水分をたくさん摂取します。
意見,27,基本,いけん,opinion,自分がどう思うかという考えのこと。,会議で自分の意見を言います。
重視,15,基本,じゅうし,emphasis,それがとても大切だと考えること。,安全を重視して手伝います。
認定,23,社会,にんてい,certification,ルールに合っていると決めること。,介護が必要かどうかの認定を受けます。
交流,16,社会,こうりゅう,interaction,ほかの人と話したり一緒に遊んだりすること。,地域の人と交流します。
記載,16,基本,きさい,entry,書類やノートに文字を書くこと。,ノートに今日の様子を記載します。
誘導,19,介護,ゆうどう,guidance,安全な場所に案内すること。,利用者をトイレに誘導します。
制限,18,基本,せいげん,restriction,どこまでしていいかルールを決めること。,食べるお菓子の量を制限します。
可能性,19,基本,かのうせい,possibility,そうなるかもしれないということ。,病気になる可能性を減らします。
維持,19,介護,いじ,maintenance,今の良い状態をそのまま続けること。,歩く力を維持する手伝いをします。
訓練,108,医療,くんれん,training,できるようになるために練習すること。,歩くための訓練をします。
意欲,12,介護,いよく,motivation,自分から進んで何かをしようとする気持ちのこと。,ご飯を食べる意欲を引き出します。
向上,21,介護,こうじょう,improvement,前よりも良くなること。,リハビリで歩く力が向上します。
能力,29,基本,のうりょく,ability,何かをすることができる力のこと。,自分で服を着る能力をいかします。
共有,13,基本,きょうゆう,sharing,知っていることをほかの人にも教えること。,職員のあいだで情報を共有します。
不要,14,基本,ふよう,unnecessary,それがいらないということ。,使わない道具は不要です。
積極的,15,基本,せっきょくてき,proactive,自分から進んでやること。,積極的にお風呂に入ります。
段階,22,基本,だんかい,stage,少しずつ進むときの一つひとつの場所のこと。,次の段階の練習をします。
防止,23,医療,ぼうし,prevention,悪いことが起きないように止めること。,ベッドから落ちることを防止します。
展開,16,基本,てんかい,development,次の新しいことに進めること。,新しい会話を展開します。
信頼関係,10,介護,しんらいかんけい,trust,お互いに信じあう関係のこと。,利用者との信頼関係を大切にします。
解釈,15,基本,かいしゃく,interpretation,言葉の意味を考えて理解すること。,法律のルールを正しく解釈します。
確保,24,基本,かくほ,securing,必要なものを自分のものにすること。,安全な場所を確保します。
自信,11,基本,じしん,confidence,自分にはできると信じること。,自分で歩くことに自信を持ちます。
超える,10,基本,こえる,exceed,決められた数や時間をすぎること。,予定の時間を超える場合は連絡します。
最期,11,医療,さいご,end,命が終わる時のこと。,病院で最期の時間を静かに過ごします。
視点,13,基本,してん,perspective,物事を見るときの立場や考え方のこと。,利用者の視点で考えます。
組織,11,社会,そしき,organization,同じ目的のために人が集まったグループのこと。,地域の組織と一緒に働きます。
促進,13,介護,そくしん,promotion,物事が早く進むように手伝うこと。,ベッドから起きることを促進します。
受け入れる,15,介護,うけいれる,accept,相手の気持ちや状態をそのまま良いと思うこと。,利用者の話をそのまま受け入れます。
圧迫,10,医療,あっぱく,pressure,強く押して苦しくすること。,体の圧迫を減らすために姿勢を変えます。
養護者,0,社会,ようごしゃ,caregiver,お年寄りや障害がある人の世話をする家族のこと。,養護者の毎日の疲れについて相談します。
不安定,14,医療,ふあんてい,unstable,状態がよく変わって安心できないこと。,歩くとき足元が不安定になります。
努める,10,基本,つとめる,strive,頑張ってそれをしようとすること。,安全な生活ができるように努めます。
価値観,12,介護,かちかん,values,何が大切かという考え方のこと。,その人が持つ価値観を大切にします。
通報,10,社会,つうほう,reporting,悪いことや急なことを役所などに知らせること。,虐待があるときはすぐに通報します。
分析,14,基本,ぶんせき,analysis,物事を細かく分けてよく調べること。,事故が起きた理由を分析します。
管理,32,基本,かんり,management,良い状態が続くように気をつけて世話をすること。,毎日の薬を安全に管理します。
定める,13,基本,さだめる,determine,ルールややり方をはっきりと決めること。,新しい仕事のルールを定めます。
沿う,15,介護,そう,follow,相手の希望やルールから離れないようにすること。,本人の希望に沿うように手伝います。
防ぐ,10,医療,ふせぐ,prevent,悪いことが起きないようにすること。,転んでけがをすることを防ぎます。
関連,13,基本,かんれん,relation,ほかのこととつながりがあること。,食事と関連する問題を調べます。
行為,22,基本,こうい,act,人が何かをすること。,医療の行為は看護師が行います。
複数,16,基本,ふくすう,multiple,ひとつではなくふたつ以上あること。,複数の人が一緒に手伝います。
カンファレンス,13,介護,かんふぁれんす,conference,専門の人が集まって話し合う会議のこと。,家族も一緒にカンファレンスを開きます。
定期的,11,基本,ていきてき,regular,決まった時間や日に同じことを繰り返すこと。,定期的に部屋の空気を入れ替えます。
原則,16,基本,げんそく,principle,いつも守らなければならない基本的なルールのこと。,手洗いは病気を防ぐ原則です。
実践,24,介護,じっせん,practice,勉強したことを実際にやってみること。,習った技術を仕事で実践します。
達成,11,基本,たっせい,achievement,目標まで頑張って終わらせること。,リハビリの目標を達成します。
訪ねる,11,社会,たずねる,visit,会うために人の家や場所に行くこと。,利用者の家を訪ねて話を聞きます。
照明,11,介護,しょうめい,lighting,部屋を明るくする電気のこと。,夜は安全のために照明をつけます。
表現,8,介護,ひょうげん,expression,自分の気持ちを言葉や顔で表すこと。,痛いという表現に気をつけます。
尊厳,11,介護,そんげん,dignity,一人の人間としてとても大切にされること。,人間の尊厳を守って介護します。
日課,9,介護,にっか,routine,毎日決まってすることのこと。,朝の散歩は利用者の日課です。
出現,9,基本,しゅつげん,appearance,見えなかったものが見えるようになること。,新しい症状の出現に気をつけます。
疑う,8,基本,うたがう,suspect,本当かどうか変だなと思うこと。,病気を疑うときは看護師に話します。
高める,13,介護,たかめる,enhance,前よりももっと良くすること。,ご飯を食べる意欲を高めます。
看取る,13,介護,みとる,attend,命が終わる時までそばにいて世話をすること。,施設で最期の時間を看取ります。
発見,8,基本,はっけん,discovery,知らなかったことを見つけること。,体の傷を早く発見します。
口頭,12,基本,こうとう,oral,紙に書かないで口で話して伝えること。,今日の様子を口頭で報告します。
現象,7,基本,げんしょう,phenomenon,目で見えたり起きたりする出来事のこと。,体に起きる自然な現象です。
把握,13,基本,はあく,grasp,状態や内容をしっかりと理解すること。,利用者の毎日の様子を把握します。
徐々に,0,基本,じょじょに,gradually,少しずつゆっくり変わること。,足の力が徐々に強くなります。
統一,7,基本,とういつ,unification,バラバラのものを一つにまとめること。,職員のあいだで介護のやり方を統一します。
制定,7,社会,せいてい,enactment,新しい法律やルールを作って決めること。,介護の新しい法律が制定されます。
期待,7,基本,きたい,expectation,良いことが起きるように待つこと。,リハビリの効果を期待します。
落ち込む,10,医療,おちこむ,depressed,悲しいことがあって元気がなくなること。,気持ちが落ち込む利用者の話を聞きます。
選択,11,基本,せんたく,choice,いくつかの中から良いものを選ぶこと。,今日着る服を自分で選択します。
方向性,8,基本,ほうこうせい,direction,これからどう進むかという目標のこと。,支援の方向性を会議で決めます。
話し合う,13,基本,はなしあう,discuss,みんなで意見を言って考えること。,家族とこれからの生活について話し合います。
測定,12,医療,そくてい,measurement,機械を使って長さや熱などを調べること。,毎朝血圧の測定をします。
専念する,0,基本,せんねんする,concentrate,ほかのことはしないで一つのことだけ頑張ること。,リハビリの練習に専念します。
制度,37,社会,せいど,system,国や社会が決めたルールのこと。,介護保険の制度について説明します。
感覚,20,医療,かんかく,sense,目で見たり手で触ったりしてわかること。,足の感覚があるかどうか確認します。
初期,19,医療,しょき,early,物事や病気が始まってすぐの時のこと。,認知症の初期の症状に気をつけます。
現れる,10,医療,あらわれる,appear,見えなかったものが見えるようになること。,病気の症状がからだに現れます。
留意,11,基本,りゅうい,attention,忘れないように気をつけておくこと。,食事のときの姿勢に留意します。
事前,9,基本,じぜん,advance,何かをする前のこと。,事前に家族へ連絡します。
望ましい,6,基本,のぞましい,desirable,そうなるのが一番良いということ。,毎日歩く練習をすることが望ましいです。
策定,11,社会,さくてい,formulation,計画やルールを考えて決めること。,新しい介護の計画を策定します。
発語,9,医療,はつご,speech,声を出して言葉を話すこと。,発語が難しい人と絵を使って話します。
作用,20,医療,さよう,action,ほかのものに力をあたえて変わらせること。,薬の作用で夜よく眠れます。
援助,45,介護,えんじょ,assistance,困っている人を助けること。,自分で服を着るための援助をします。
改正,7,社会,かいせい,amendment,法律やルールを直して新しくすること。,介護の法律の改正について勉強します。
筋力,22,医療,きんりょく,strength,筋肉の力のこと。,足の筋力をつけるために歩きます。
担う,7,基本,になう,bear,自分の仕事や役割として責任を持つこと。,大切な役割を担う職員として働きます。
生活習慣,7,医療,せいかつしゅうかん,lifestyle,毎日の生活の中での決まった行いのこと。,生活習慣を見直して健康になります。
収集,18,基本,しゅうしゅう,collection,必要なものを集めること。,計画を作るために情報を収集します。
方針,13,基本,ほうしん,policy,これからどうするかという基本的な考えのこと。,施設の方針に従って働きます。
諦める,7,基本,あきらめる,abandon,できないと思ってやめること。,リハビリを諦める利用者を励まします。
満足度,8,基本,まんぞくど,satisfaction,どのくらい嬉しいかや良いと思っているかのこと。,利用者の満足度を調べるアンケートをします。
立案,8,介護,りつあん,planning,新しい計画を考えて作ること。,介護の計画を立案して家族に説明します。
動機,0,基本,どうき,motive,何かをしようと思った理由のこと。,介護の仕事を始めた動機を話します。
明確,10,基本,めいかく,clear,はっきりとわかって間違いないこと。,今日の目標を明確にしてから始めます。
抑制,7,医療,よくせい,restraint,動いたり何かをしたりするのを止めること。,ベッドに縛るようなからだの抑制はしません。
分泌,16,医療,ぶんぴつ,secretion,体の中から汗や涙などの水が出ること。,唾液の分泌が少なくなるとむせやすくなります。
就寝,20,介護,しゅうしん,sleep,夜にベッドや布団に入って寝ること。,就寝の前にトイレに行きます。
敏感,7,医療,びんかん,sensitive,少しのことでもすぐに感じること。,お年寄りの肌は痛みに敏感です。
喪失,10,医療,そうしつ,loss,持っていたものや力などがなくなること。,家族が亡くなって喪失を感じている人と話します。
特徴的,9,基本,とくちょうてき,characteristic,ほかのものと違ってとても目立つこと。,この病気の元気がないという特徴的な様子をみます。
目安,5,基本,めやす,standard,だいたいこのくらいという目標や基準のこと。,お風呂の温度の目安は40度です。
意思決定,12,介護,いしけってい,decision,自分がどうしたいか自分で決めること。,どこに住むかの意思決定を助けます。
調節,7,基本,ちょうせつ,adjustment,ちょうどいい状態に直して合わせること。,部屋の温度を調節します。
尊重,10,介護,そんちょう,respect,とても大切なものとして大切に扱うこと。,利用者の気持ちを尊重して手伝います。
勤務,6,社会,きんむ,work,会社や施設に行って仕事をすること。,夜の勤務は二人で一緒にやります。
応答,8,介護,おうとう,response,呼ばれたときに返事をすること。,名前を呼んで応答があるか確かめます。
失禁,14,医療,しっきん,incontinence,トイレに行かないでおしっこなどを漏らすこと。,おしっこの失禁がある人の着替えを手伝います。
病態,5,医療,びょうたい,pathology,病気のときのからだの様子のこと。,利用者の病態を正しく知ることが大切です。
強化,9,基本,きょうか,strengthening,前よりももっと強くすること。,足の力を強化する体操をします。
就労,20,社会,しゅうろう,employment,仕事をしてお金をもらうこと。,障害がある人の就労を手伝う施設です。
傾く,5,介護,かたむく,lean,まっすぐではなくて横に曲がること。,椅子に座る姿勢が右に傾くので直します。
処方,12,医療,しょほう,prescription,医者がどの薬を飲むか決めること。,病院で新しい薬が処方されました。
原理,7,基本,げんり,principle,物事がどうしてそうなるかという基本的なルールのこと。,からだが動く原理について勉強します。
製品,5,基本,せいひん,product,工場などで作られたもののこと。,新しい介護の製品を使います。
整備,15,基本,せいび,maintenance,良い状態にしてすぐに使えるようにすること。,部屋の環境を整備します。
任せる,8,基本,まかせる,entrust,ほかの人に仕事や役割をお願いすること。,着替えの一部を利用者に任せます。
著しい,5,基本,いちじるしい,remarkable,はっきりとわかるくらい大きく違うこと。,体力が著しく落ちています。
自助,11,社会,じじょ,self-help,自分の力で自分のことを助けること。,自助の力をいかして生活します。
養育者,5,社会,よういくしゃ,guardian,子供の世話をして育てる人のこと。,子供の養育者と話をします。
背景,7,基本,はいけい,background,その出来事が起きた理由や後ろにある状態のこと。,事故が起きた背景を考えます。
実習生,5,基本,じっしゅうせい,trainee,仕事をしながら勉強している学生のこと。,施設に実習生が来ます。
育児,3,社会,いくじ,childcare,小さい子供の世話をして育てること。,職員の育児の休みについて話します。
休業,1,社会,きゅうぎょう,leave,会社や仕事をしばらく休むこと。,介護のために仕事を休業します。
区域,0,基本,くいき,area,決められた場所や広さのこと。,決められた区域で仕事をします。
歴史,1,基本,れきし,history,昔から今までの時間の流れや出来事のこと。,介護の歴史について勉強します。
必須,5,基本,ひっす,essential,必ずなければならないこと。,外出するときは帽子が必須です。
事業,70,社会,じぎょう,project,会社や国が大きく計画して行う仕事のこと。,地域の新しい事業に参加します。
共感,4,介護,きょうかん,empathy,相手と同じ気持ちになること。,利用者の悲しい気持ちに共感します。
新人,1,基本,しんじん,newcomer,新しく入ってきた人のこと。,新人の職員に仕事を教えます。
和式,3,介護,わしき,traditional,昔からある日本のやり方や形のこと。,和式のトイレから洋式に変えます。
寝衣,5,介護,しんい,pajamas,夜寝るときに着る服のこと。,朝起きたら寝衣から着替えます。
加齢,21,医療,かれい,aging,年をとること。,加齢でからだの力が弱くなります。
専門学校,0,社会,せんもんがっこう,college,仕事に必要な技術を勉強する学校のこと。,介護の専門学校で勉強します。
除去,9,基本,じょきょ,removal,邪魔なものや悪いものをなくすこと。,部屋のゴミを除去してきれいにします。
用意する,0,基本,よういする,prepare,次に使うものをそろえておくこと。,お風呂のタオルを用意します。
迷惑,4,基本,めいわく,trouble,ほかの人が嫌な気持ちになったり困ったりすること。,ほかの人の迷惑にならないようにします。
解釈する,0,基本,かいしゃくする,interpret,言葉の意味を考えて理解すること。,利用者の言葉の本当の意味を解釈します。
末期,0,医療,まっき,terminal,病気がとても進んでおわりが近い状態のこと。,末期の病気の人を優しく看取ります。
