生理的,8,医療,せいりてき,physiological,体の自然な働きに関係していること。,生理的な変化について記録します。
慢性,8,医療,まんせい,chronic,病気などがずっと長く続くこと。,慢性の病気があるので注意します。
疾病,7,医療,しっぺい,disease,病気のこと。,利用者の疾病について調べます。
摂食,7,医療,せっしょく,eating,食べ物を食べること。,摂食を助けるための工夫をします。
吸収,7,医療,きゅうしゅう,absorption,体の中に栄養などを取り入れること。,体の中で食べ物を吸収します。
知能,7,医療,ちのう,intelligence,物事を正しく考えてわかる力のこと。,知能のテストを行います。
態度,7,介護,たいど,attitude,気持ちが表れる顔つきや体の動きのこと。,優しい態度で利用者に接します。
死別,7,医療,しべつ,bereavement,家族などの大切な人が死んで別れること。,夫と死別した利用者の話を聞きます。
随意,7,医療,ずいい,voluntary,自分の思い通りに動かせること。,随意の運動ができるか確認します。
充足,7,医療,じゅうそく,fulfillment,必要なものが十分に足りること。,利用者の気持ちを充足させます。
不全,7,医療,ふぜん,failure,体の働きが十分にできないこと。,心臓の働きが不全になります。
省略,7,基本,しょうりゃく,omission,全部言わないで一部をなくすこと。,細かい説明を省略します。
最優先,6,基本,さいゆうせん,top priority,一番先にやること。,安全を最優先にします。
取扱い,6,基本,とりあつかい,handling,物や情報をどのように使うかということ。,情報の取扱いに注意します。
従事者,6,社会,じゅうじしゃ,worker,その仕事をしている人のこと。,介護の従事者として働きます。
拘束,6,介護,こうそく,restraint,体を動かせないように縛ること。,ひもで体を拘束しません。
途中,6,基本,とちゅう,middle,何かが終わるまでの間のこと。,食事の途中で休んでもらいます。
機能性,6,介護,きのうせい,functionality,使いやすくて便利なこと。,機能性が高い服を準備します。
代行,6,社会,だいこう,acting,本人の代わりに誰かが行うこと。,買い物を代行するサービスを使います。
全般,6,基本,ぜんぱん,general,全体のすべてのこと。,生活の全般をサポートします。
消失,6,医療,しょうしつ,disappearance,今まであったものがなくなること。,痛みが消失したか確認します。
経つ,6,基本,たつ,pass,時間が過ぎること。,薬を飲んでから時間が経ちました。
聞き取る,6,介護,ききとる,catch,相手の言うことをよく聞いて理解すること。,利用者の小さい声を聞き取ります。
穏やか,6,介護,おだやか,calm,静かで落ち着いていること。,穏やかな声で話しかけます。
支障,6,基本,ししょう,hindrance,何かをするときに困る問題のこと。,毎日の生活に支障が出ます。
否認,6,医療,ひにん,denial,自分の病気や悪いことを認めないこと。,患者が自分の病気を否認します。
観念,6,基本,かんねん,idea,ある物事についての考えのこと。,古い観念を捨てて新しいやり方を考えます。
補給,6,介護,ほきゅう,supply,足りないものを足すこと。,利用者にしっかりと水分を補給します。
存在,6,基本,そんざい,existence,そこにあることや、いること。,家族は利用者にとって大切な存在です。
費用,6,社会,ひよう,cost,何かをするために必要なお金のこと。,施設に入るための費用を計算します。
家庭,6,基本,かてい,family,家族が一緒に生活する場所のこと。,利用者の家庭の様子を確認します。
振り返る,6,基本,ふりかえる,reflect,終わったあとに、どうだったか考えること。,今日の介護の仕事を振り返ります。
動機づけ,6,介護,どうきづけ,motivation,何かをしたいという気持ちを起こさせること。,リハビリのための動機づけを行います。
心がける,5,基本,こころがける,strive,いつも気をつけて、そうしようとすること。,笑顔であいさつすることを心がけます。
普通,5,基本,ふつう,normal,いつもと同じで、特別ではないこと。,利用者は普通にご飯を食べました。
切り替える,5,基本,きりかえる,switch,今までのものをやめて、別のものに変えること。,気持ちを切り替えて仕事をします。
所得,5,社会,しょとく,income,働いてもらったお金のこと。,利用者の所得によってサービスのお金が変わります。
除く,5,基本,のぞく,exclude,中に入っているものを外に出すこと。,危ないものを部屋から除きます。
至る,5,基本,いたる,reach,ある場所や時間、状態に着くこと。,悪い状態に至る前に病院へ行きます。
抑圧,5,医療,よくあつ,repression,嫌な気持ちを心の中に無理やり押し込めること。,利用者が不安な気持ちを抑圧しています。
一律,5,基本,いちりつ,uniform,みんな同じで、違いがないこと。,利用者に一律な対応をしないようにします。
充実,5,基本,じゅうじつ,fulfillment,中身がたくさんあって、十分に足りていること。,充実した生活を送れるように手伝います。
受け止める,5,介護,うけとめる,accept,相手の気持ちや言葉をそのまま聞いて、理解すること。,利用者の悲しい気持ちを受け止めます。
企画,5,介護,きかく,planning,新しいことやイベントの計画を立てること。,みんなで楽しむイベントを企画します。
報告書,5,介護,ほうこくしょ,report,あったことや調べたことを書いて知らせる紙のこと。,今日の仕事が終わったら報告書を書きます。
参加者,5,基本,さんかしゃ,participant,イベントや集まりに入る人のこと。,レクリエーションの参加者を集めます。
回想,5,介護,かいそう,reminiscence,昔の楽しかったことなどを思い出すこと。,昔の写真を見て回想してもらいます。
遠慮,5,基本,えんりょ,hesitation,相手のことを考えて、自分のしたいことをやめること。,利用者が遠慮して何も言いません。
生産,5,社会,せいさん,production,生活に必要な物を作ること。,施設で物を作る生産の活動をします。
我慢,5,基本,がまん,patience,嫌なことや痛いことをこらえること。,利用者が痛みを我慢しています。
階層,5,基本,かいそう,hierarchy,上から下まで、いくつかの段に分かれていること。,人の欲求の階層について勉強します。
代弁,5,社会,だいべん,advocacy,本人が言えない気持ちを、代わりに言うこと。,利用者の気持ちを家族に代弁します。
閲覧,5,基本,えつらん,browsing,書いてあるものやパソコンの画面を見ること。,パソコンで昔の記録を閲覧します。
非常,5,基本,ひじょう,emergency,いつもと違って、とても危ないこと。,非常のときはすぐに外へ逃げます。
伸びる,5,基本,のびる,stretch,長くなったり、大きくなったりすること。,リハビリをして背筋が伸びます。
申し出る,5,基本,もうしでる,request,自分がしたいことや意見を、相手に伝えること。,利用者がトイレに行きたいと申し出ます。
併用,5,基本,へいよう,combination,二つ以上のものを一緒に使うこと。,薬を併用します。
周辺,5,基本,しゅうへん,surroundings,あるものの周りのこと。,施設の周辺を散歩します。
経済,5,社会,けいざい,economy,お金や物のやり取りのこと。,経済の問題について相談します。
技法,5,介護,ぎほう,technique,何かをするための特別なやり方のこと。,コミュニケーションの技法を学びます。
強調,1,基本,きょうちょう,emphasis,大切なところを強く言うこと。,大切なルールを強調して伝えます。
矛盾,1,基本,むじゅん,contradiction,二つのことが合わなくておかしいこと。,利用者の話に矛盾があります。
動向,1,社会,どうこう,trend,これからどうなるかという動きや様子のこと。,新しい制度の動向を調べます。
実態,1,社会,じったい,reality,本当の様子や状態のこと。,高齢者の生活の実態を調べます。
需要,1,社会,じゅよう,demand,欲しいと思う人や必要な人がたくさんいること。,介護の仕事は需要があります。
継続的,1,基本,けいぞくてき,continuous,ずっと長く続くこと。,継続的な支援が必要です。
及ぼす,1,基本,およぼす,affect,ほかのものに影響を与えること。,病気が生活に影響を及ぼします。
導く,1,介護,みちびく,guide,良い方向へ案内すること。,利用者を安全な場所へ導きます。
前提,1,基本,ぜんてい,premise,何かをする前に決まっている条件のこと。,安全を前提にして計画を立てます。
公平,1,基本,こうへい,fairness,みんなに同じようにして差をつけないこと。,すべての人に公平なサービスを行います。
決断,1,基本,けつだん,decision,自分の考えをはっきりと決めること。,家族が手術の決断をします。
関与,3,基本,かんよ,involvement,何かのことに関係すること。,地域の活動に関与します。
観点,3,基本,かんてん,perspective,物事を見るときの立場や考え方のこと。,違う観点から問題を考えます。
支持,4,基本,しじ,support,誰かの考えに賛成して助けること。,利用者の考えを支持します。
廃止,2,社会,はいし,abolition,今まであった制度やルールをやめること。,古い制度が廃止されます。
結論,2,基本,けつろん,conclusion,最後に決まった考えのこと。,会議で結論を出します。
有用,2,基本,ゆうよう,useful,役に立つこと。,この道具は介護に有用です。
相互作用,2,医療,そうごさよう,interaction,二つ以上のものがお互いに影響すること。,薬の相互作用に注意します。
批判,2,基本,ひはん,criticism,良くないところを指摘すること。,他の人の意見を批判しません。
正確,2,基本,せいかく,accuracy,間違いがなくて正しいこと。,薬の時間を正確に守ります。
適用,2,社会,てきよう,application,ルールや法律をその問題に使うこと。,新しい制度を適用します。
提示,2,基本,ていじ,presentation,相手に見せて知らせること。,必要な書類を提示します。
現状,4,基本,げんじょう,situation,今の本当の様子のこと。,利用者の現状を家族に伝えます。
比較的,2,基本,ひかくてき,relatively,他のものと比べたときのこと。,今日は比較的元気です。
一時的,4,基本,いちじてき,temporary,少しの間だけのこと。,一時的な痛みが出ます。
延長,4,基本,えんちょう,extension,時間や期間を長くすること。,サービスの時間を延長します。
変動,4,医療,へんどう,fluctuation,上がったり下がったりして変わること。,血圧の変動に気をつけます。
成長,4,医療,せいちょう,growth,体や心が大きくなること。,子供の成長を記録します。
協力,4,介護,きょうりょく,cooperation,みんなで力を合わせて何かをすること。,家族と協力して介護します。
主要,1,基本,しゅよう,main,たくさんある中で一番大切なこと。,主要な仕事について説明します。
特有,1,基本,とくゆう,specific,それだけが持っている特別な性質のこと。,高齢者に特有の病気です。
専門性,1,介護,せんもんせい,expertise,その仕事についての高い知識や技術のこと。,介護の専門性を高めます。
関連づける,1,基本,かんれんづける,relate,二つの物事に関係があると考えて結びつけること。,症状と病気を関連づけて考えます。
多角的,1,介護,たかくてき,multifaceted,いろいろな方向から物事を見ること。,多角的な視点で問題を考えます。
推察,1,介護,すいさつ,inference,相手の気持ちや状況を想像して考えること。,利用者の気持ちを推察します。
透明性,1,社会,とうめいせい,transparency,隠し事がなくて誰でも見えたり分かったりすること。,施設の運営は透明性が大切です。
関連性,1,基本,かんれんせい,relevance,二つの物事に関係があること。,食事と病気の関連性を調べます。





